"","CLAVE_MUNICIPIO","MUNICIPIO","CLAVE_ENTIDAD","id","x","lat","lon","nom_ent","estado_acronimo"
"237",27,"GUACHOCHI",8,"GUACHOCHI","8 27",27.15044,-107.24776,"CHIHUAHUA","CH"
"238",28,"GUADALUPE",8,"GUADALUPE","8 28",30.82727,-105.64051,"CHIHUAHUA","CH"
"239",29,"GUADALUPE Y CALVO",8,"GUADALUPE Y CALVO","8 29",26.16798,-107.03394,"CHIHUAHUA","CH"
"240",30,"GUAZAPARES",8,"GUAZAPARES","8 30",27.39095,-108.27406,"CHIHUAHUA","CH"
"241",31,"GUERRERO",8,"GUERRERO","8 31",28.3851,-107.55805,"CHIHUAHUA","CH"
"242",32,"HIDALGO DEL PARRAL",8,"HIDALGO DEL PARRAL","8 32",27.12904,-105.69704,"CHIHUAHUA","CH"
"243",33,"HUEJOTITÁN",8,"HUEJOTITÁN","8 33",27.06932,-106.06794,"CHIHUAHUA","CH"
"244",34,"IGNACIO ZARAGOZA",8,"IGNACIO ZARAGOZA","8 34",29.72209,-107.72354,"CHIHUAHUA","CH"
"245",35,"JANOS",8,"JANOS","8 35",30.84935,-108.45022,"CHIHUAHUA","CH"
"246",36,"JIMÉNEZ",8,"JIMÉNEZ","8 36",27.08211,-104.3907,"CHIHUAHUA","CH"
"247",37,"JUÁREZ",8,"JUÁREZ","8 37",31.44967,-106.56411,"CHIHUAHUA","CH"
"248",38,"JULIMES",8,"JULIMES","8 38",28.54101,-105.0545,"CHIHUAHUA","CH"
"249",39,"LÓPEZ",8,"LÓPEZ","8 39",26.92622,-105.01098,"CHIHUAHUA","CH"
"250",40,"MADERA",8,"MADERA","8 40",29.32693,-108.32932,"CHIHUAHUA","CH"
"251",41,"MAGUARICHI",8,"MAGUARICHI","8 41",27.8363,-107.9733,"CHIHUAHUA","CH"
"252",42,"MANUEL BENAVIDES",8,"MANUEL BENAVIDES","8 42",28.9289,-103.82463,"CHIHUAHUA","CH"
"253",43,"MATACHÍ",8,"MATACHÍ","8 43",28.8241,-107.72063,"CHIHUAHUA","CH"
"254",44,"MATAMOROS",8,"MATAMOROS","8 44",26.72506,-105.52292,"CHIHUAHUA","CH"
"255",45,"MEOQUI",8,"MEOQUI","8 45",28.35062,-105.50146,"CHIHUAHUA","CH"
"256",46,"MORELOS",8,"MORELOS","8 46",26.57153,-107.72813,"CHIHUAHUA","CH"
"257",47,"MORIS",8,"MORIS","8 47",28.15275,-108.73725,"CHIHUAHUA","CH"
"258",48,"NAMIQUIPA",8,"NAMIQUIPA","8 48",29.29526,-107.14038,"CHIHUAHUA","CH"
"259",49,"NONOAVA",8,"NONOAVA","8 49",27.42458,-106.68425,"CHIHUAHUA","CH"
"260",50,"NUEVO CASAS GRANDES",8,"NUEVO CASAS GRANDES","8 50",30.53285,-107.72906,"CHIHUAHUA","CH"
"261",51,"OCAMPO",8,"OCAMPO","8 51",28.15363,-108.2048,"CHIHUAHUA","CH"
"262",52,"OJINAGA",8,"OJINAGA","8 52",29.36422,-104.5253,"CHIHUAHUA","CH"
"263",53,"PRAXEDIS G. GUERRERO",8,"PRAXEDIS G. GUERRERO","8 53",31.23816,-105.92588,"CHIHUAHUA","CH"
"264",54,"RIVA PALACIO",8,"RIVA PALACIO","8 54",28.8063,-106.61705,"CHIHUAHUA","CH"
"265",55,"ROSALES",8,"ROSALES","8 55",28.20505,-105.74782,"CHIHUAHUA","CH"
"266",56,"ROSARIO",8,"ROSARIO","8 56",27.2689,-106.31469,"CHIHUAHUA","CH"
"267",57,"SAN FRANCISCO DE BORJA",8,"SAN FRANCISCO DE BORJA","8 57",27.8925,-106.73519,"CHIHUAHUA","CH"
"268",58,"SAN FRANCISCO DE CONCHOS",8,"SAN FRANCISCO DE CONCHOS","8 58",27.58213,-105.36226,"CHIHUAHUA","CH"
"269",59,"SAN FRANCISCO DEL ORO",8,"SAN FRANCISCO DEL ORO","8 59",26.88525,-105.94624,"CHIHUAHUA","CH"
"270",60,"SANTA BÁRBARA",8,"SANTA BÁRBARA","8 60",26.80392,-105.78292,"CHIHUAHUA","CH"
"271",61,"SATEVÓ",8,"SATEVÓ","8 61",27.77862,-106.19309,"CHIHUAHUA","CH"
"272",62,"SAUCILLO",8,"SAUCILLO","8 62",28.00109,-105.34303,"CHIHUAHUA","CH"
"273",63,"TEMÓSACHIC",8,"TEMÓSACHIC","8 63",28.71477,-108.08483,"CHIHUAHUA","CH"
"274",64,"EL TULE",8,"EL TULE","8 64",27.0451,-106.29744,"CHIHUAHUA","CH"
"275",65,"URIQUE",8,"URIQUE","8 65",27.2263,-107.97641,"CHIHUAHUA","CH"
"276",66,"URUACHI",8,"URUACHI","8 66",27.86164,-108.50656,"CHIHUAHUA","CH"
"277",67,"VALLE DE ZARAGOZA",8,"VALLE DE ZARAGOZA","8 67",27.48705,-105.80833,"CHIHUAHUA","CH"
"278",999,"NO ESPECIFICADO",8,"NO ESPECIFICADO","8 999",NA,NA,"CHIHUAHUA","CH"
"279",2,"AZCAPOTZALCO",9,"AZCAPOTZALCO","9 2",19.48533,-99.18211,"CIUDAD DE MÉXICO","DF"
"280",3,"COYOACÁN",9,"COYOACÁN","9 3",19.32667,-99.15038,"CIUDAD DE MÉXICO","DF"
"281",4,"CUAJIMALPA DE MORELOS",9,"CUAJIMALPA DE MORELOS","9 4",19.32463,-99.31073,"CIUDAD DE MÉXICO","DF"
"282",5,"GUSTAVO A. MADERO",9,"GUSTAVO A. MADERO","9 5",19.50407,-99.11586,"CIUDAD DE MÉXICO","DF"
"283",6,"IZTACALCO",9,"IZTACALCO","9 6",19.39691,-99.09433,"CIUDAD DE MÉXICO","DF"
"284",7,"IZTAPALAPA",9,"IZTAPALAPA","9 7",19.34916,-99.0568,"CIUDAD DE MÉXICO","DF"
"285",8,"LA MAGDALENA CONTRERAS",9,"LA MAGDALENA CONTRERAS","9 8",19.26898,-99.26841,"CIUDAD DE MÉXICO","DF"
"286",9,"MILPA ALTA",9,"MILPA ALTA","9 9",19.13946,-99.0511,"CIUDAD DE MÉXICO","DF"
"287",10,"ÁLVARO OBREGÓN",9,"ÁLVARO OBREGÓN","9 10",19.33618,-99.24682,"CIUDAD DE MÉXICO","DF"
"288",11,"TLÁHUAC",9,"TLÁHUAC","9 11",19.27699,-99.00282,"CIUDAD DE MÉXICO","DF"
"289",12,"TLALPAN",9,"TLALPAN","9 12",19.19834,-99.20622,"CIUDAD DE MÉXICO","DF"
"290",13,"XOCHIMILCO",9,"XOCHIMILCO","9 13",19.24515,-99.09036,"CIUDAD DE MÉXICO","DF"
"291",14,"BENITO JUÁREZ",9,"BENITO JUÁREZ","9 14",19.38064,-99.16113,"CIUDAD DE MÉXICO","DF"
"292",15,"CUAUHTÉMOC",9,"CUAUHTÉMOC","9 15",19.43137,-99.14906,"CIUDAD DE MÉXICO","DF"
"293",16,"MIGUEL HIDALGO",9,"MIGUEL HIDALGO","9 16",19.42806,-99.20457,"CIUDAD DE MÉXICO","DF"
"294",17,"VENUSTIANO CARRANZA",9,"VENUSTIANO CARRANZA","9 17",19.4305,-99.09311,"CIUDAD DE MÉXICO","DF"
"295",999,"NO ESPECIFICADO",9,"NO ESPECIFICADO","9 999",NA,NA,"CIUDAD DE MÉXICO","DF"
"296",1,"CANATLÁN",10,"CANATLÁN","10 1",24.51112,-104.93589,"DURANGO","DG"
"297",2,"CANELAS",10,"CANELAS","10 2",25.07272,-106.45111,"DURANGO","DG"
"298",3,"CONETO DE COMONFORT",10,"CONETO DE COMONFORT","10 3",25.03398,-104.78374,"DURANGO","DG"
"299",4,"CUENCAMÉ",10,"CUENCAMÉ","10 4",24.69481,-103.70029,"DURANGO","DG"
"300",5,"DURANGO",10,"DURANGO","10 5",23.97048,-104.8437,"DURANGO","DG"
"301",6,"GENERAL SIMÓN BOLÍVAR",10,"GENERAL SIMÓN BOLÍVAR","10 6",24.76151,-103.21208,"DURANGO","DG"
"302",7,"GÓMEZ PALACIO",10,"GÓMEZ PALACIO","10 7",25.72798,-103.49063,"DURANGO","DG"
"303",8,"GUADALUPE VICTORIA",10,"GUADALUPE VICTORIA","10 8",24.41267,-104.07328,"DURANGO","DG"
"304",9,"GUANACEVÍ",10,"GUANACEVÍ","10 9",25.99632,-106.06722,"DURANGO","DG"
"305",10,"HIDALGO",10,"HIDALGO","10 10",26.09034,-104.81708,"DURANGO","DG"
"306",11,"INDÉ",10,"INDÉ","10 11",25.72623,-104.99554,"DURANGO","DG"
"307",12,"LERDO",10,"LERDO","10 12",25.47765,-103.68583,"DURANGO","DG"
"308",13,"MAPIMÍ",10,"MAPIMÍ","10 13",26.146,-104.13133,"DURANGO","DG"
"309",14,"MEZQUITAL",10,"MEZQUITAL","10 14",23.00211,-104.55069,"DURANGO","DG"
"310",15,"NAZAS",10,"NAZAS","10 15",25.2471,-104.07769,"DURANGO","DG"
"311",16,"NOMBRE DE DIOS",10,"NOMBRE DE DIOS","10 16",23.81386,-104.21111,"DURANGO","DG"
"312",17,"OCAMPO",10,"OCAMPO","10 17",26.48187,-105.67669,"DURANGO","DG"
"313",18,"EL ORO",10,"EL ORO","10 18",25.54902,-105.21585,"DURANGO","DG"
"314",19,"OTÁEZ",10,"OTÁEZ","10 19",24.70145,-105.93643,"DURANGO","DG"
"315",20,"PÁNUCO DE CORONADO",10,"PÁNUCO DE CORONADO","10 20",24.49486,-104.35404,"DURANGO","DG"
"316",21,"PEÑÓN BLANCO",10,"PEÑÓN BLANCO","10 21",24.78599,-104.08232,"DURANGO","DG"
"317",22,"POANAS",10,"POANAS","10 22",24.00356,-104.02195,"DURANGO","DG"
"318",23,"PUEBLO NUEVO",10,"PUEBLO NUEVO","10 23",23.41144,-105.31427,"DURANGO","DG"
"319",24,"RODEO",10,"RODEO","10 24",25.1953,-104.56162,"DURANGO","DG"
"320",25,"SAN BERNARDO",10,"SAN BERNARDO","10 25",26.18411,-105.67245,"DURANGO","DG"
"321",26,"SAN DIMAS",10,"SAN DIMAS","10 26",24.22849,-105.74228,"DURANGO","DG"
"322",27,"SAN JUAN DE GUADALUPE",10,"SAN JUAN DE GUADALUPE","10 27",24.64753,-102.71804,"DURANGO","DG"
"323",28,"SAN JUAN DEL RÍO",10,"SAN JUAN DEL RÍO","10 28",24.80735,-104.4704,"DURANGO","DG"
"324",29,"SAN LUIS DEL CORDERO",10,"SAN LUIS DEL CORDERO","10 29",25.3761,-104.30649,"DURANGO","DG"
"325",30,"SAN PEDRO DEL GALLO",10,"SAN PEDRO DEL GALLO","10 30",25.6219,-104.39825,"DURANGO","DG"
"326",31,"SANTA CLARA",10,"SANTA CLARA","10 31",24.49776,-103.41378,"DURANGO","DG"
"327",32,"SANTIAGO PAPASQUIARO",10,"SANTIAGO PAPASQUIARO","10 32",24.98416,-105.69042,"DURANGO","DG"
"328",33,"SÚCHIL",10,"SÚCHIL","10 33",23.43688,-104.14963,"DURANGO","DG"
"329",34,"TAMAZULA",10,"TAMAZULA","10 34",24.94676,-106.71199,"DURANGO","DG"
"330",35,"TEPEHUANES",10,"TEPEHUANES","10 35",25.45024,-106.06163,"DURANGO","DG"
"331",36,"TLAHUALILO",10,"TLAHUALILO","10 36",26.34496,-103.62548,"DURANGO","DG"
"332",37,"TOPIA",10,"TOPIA","10 37",25.25676,-106.58974,"DURANGO","DG"
"333",38,"VICENTE GUERRERO",10,"VICENTE GUERRERO","10 38",23.73334,-103.95105,"DURANGO","DG"
"334",39,"NUEVO IDEAL",10,"NUEVO IDEAL","10 39",24.84669,-105.03803,"DURANGO","DG"
"335",999,"NO ESPECIFICADO",10,"NO ESPECIFICADO","10 999",NA,NA,"DURANGO","DG"
"336",1,"ABASOLO",11,"ABASOLO","11 1",20.53323,-101.53601,"GUANAJUATO","GT"
"337",2,"ACÁMBARO",11,"ACÁMBARO","11 2",20.05247,-100.75197,"GUANAJUATO","GT"
"338",3,"SAN MIGUEL DE ALLENDE",11,"SAN MIGUEL DE ALLENDE","11 3",20.92525,-100.73773,"GUANAJUATO","GT"
"339",4,"APASEO EL ALTO",11,"APASEO EL ALTO","11 4",20.42184,-100.57352,"GUANAJUATO","GT"
"340",5,"APASEO EL GRANDE",11,"APASEO EL GRANDE","11 5",20.57551,-100.62174,"GUANAJUATO","GT"
"341",6,"ATARJEA",11,"ATARJEA","11 6",21.2652,-99.80444,"GUANAJUATO","GT"
"342",7,"CELAYA",11,"CELAYA","11 7",20.53757,-100.78786,"GUANAJUATO","GT"
"343",8,"MANUEL DOBLADO",11,"MANUEL DOBLADO","11 8",20.71295,-101.87978,"GUANAJUATO","GT"
"344",9,"COMONFORT",11,"COMONFORT","11 9",20.74127,-100.79112,"GUANAJUATO","GT"
"345",10,"CORONEO",11,"CORONEO","11 10",20.217,-100.3836,"GUANAJUATO","GT"
"346",11,"CORTAZAR",11,"CORTAZAR","11 11",20.42911,-100.93837,"GUANAJUATO","GT"
"347",12,"CUERÁMARO",11,"CUERÁMARO","11 12",20.61523,-101.66801,"GUANAJUATO","GT"
"348",13,"DOCTOR MORA",11,"DOCTOR MORA","11 13",21.1416,-100.35963,"GUANAJUATO","GT"
"349",14,"DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL",11,"DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL","11 14",21.14702,-100.93478,"GUANAJUATO","GT"
"350",15,"GUANAJUATO",11,"GUANAJUATO","11 15",21.01845,-101.23733,"GUANAJUATO","GT"
"351",16,"HUANÍMARO",11,"HUANÍMARO","11 16",20.36737,-101.499,"GUANAJUATO","GT"
"352",17,"IRAPUATO",11,"IRAPUATO","11 17",20.69981,-101.36832,"GUANAJUATO","GT"
"353",18,"JARAL DEL PROGRESO",11,"JARAL DEL PROGRESO","11 18",20.3588,-101.05209,"GUANAJUATO","GT"
"354",19,"JERÉCUARO",11,"JERÉCUARO","11 19",20.19711,-100.50788,"GUANAJUATO","GT"
"355",20,"LEÓN",11,"LEÓN","11 20",21.12475,-101.6224,"GUANAJUATO","GT"
"356",21,"MOROLEÓN",11,"MOROLEÓN","11 21",20.08432,-101.24469,"GUANAJUATO","GT"
"357",22,"OCAMPO",11,"OCAMPO","11 22",21.57957,-101.473,"GUANAJUATO","GT"
"358",23,"PÉNJAMO",11,"PÉNJAMO","11 23",20.40162,-101.81585,"GUANAJUATO","GT"
"359",24,"PUEBLO NUEVO",11,"PUEBLO NUEVO","11 24",20.54993,-101.36126,"GUANAJUATO","GT"
"360",25,"PURÍSIMA DEL RINCÓN",11,"PURÍSIMA DEL RINCÓN","11 25",20.92752,-101.92856,"GUANAJUATO","GT"
"361",26,"ROMITA",11,"ROMITA","11 26",20.82579,-101.59513,"GUANAJUATO","GT"
"362",27,"SALAMANCA",11,"SALAMANCA","11 27",20.62511,-101.1651,"GUANAJUATO","GT"
"363",28,"SALVATIERRA",11,"SALVATIERRA","11 28",20.20756,-100.91513,"GUANAJUATO","GT"
"364",29,"SAN DIEGO DE LA UNIÓN",11,"SAN DIEGO DE LA UNIÓN","11 29",21.44217,-100.84641,"GUANAJUATO","GT"
"365",30,"SAN FELIPE",11,"SAN FELIPE","11 30",21.5032,-101.2337,"GUANAJUATO","GT"
"366",31,"SAN FRANCISCO DEL RINCÓN",11,"SAN FRANCISCO DEL RINCÓN","11 31",20.91912,-101.78852,"GUANAJUATO","GT"
"367",32,"SAN JOSÉ ITURBIDE",11,"SAN JOSÉ ITURBIDE","11 32",21.00232,-100.38859,"GUANAJUATO","GT"
"368",33,"SAN LUIS DE LA PAZ",11,"SAN LUIS DE LA PAZ","11 33",21.39937,-100.47625,"GUANAJUATO","GT"
"369",34,"SANTA CATARINA",11,"SANTA CATARINA","11 34",21.15068,-100.0719,"GUANAJUATO","GT"
"370",35,"SANTA CRUZ DE JUVENTINO ROSAS",11,"SANTA CRUZ DE JUVENTINO ROSAS","11 35",20.6741,-100.99408,"GUANAJUATO","GT"
"371",36,"SANTIAGO MARAVATÍO",11,"SANTIAGO MARAVATÍO","11 36",20.15823,-100.99036,"GUANAJUATO","GT"
"372",37,"SILAO DE LA VICTORIA",11,"SILAO DE LA VICTORIA","11 37",20.96312,-101.43778,"GUANAJUATO","GT"
"373",38,"TARANDACUAO",11,"TARANDACUAO","11 38",20.00448,-100.52891,"GUANAJUATO","GT"
"374",39,"TARIMORO",11,"TARIMORO","11 39",20.29674,-100.7415,"GUANAJUATO","GT"
"375",40,"TIERRA BLANCA",11,"TIERRA BLANCA","11 40",21.03229,-100.15601,"GUANAJUATO","GT"
"376",41,"URIANGATO",11,"URIANGATO","11 41",20.11969,-101.15262,"GUANAJUATO","GT"
"377",42,"VALLE DE SANTIAGO",11,"VALLE DE SANTIAGO","11 42",20.37833,-101.27056,"GUANAJUATO","GT"
"378",43,"VICTORIA",11,"VICTORIA","11 43",21.36596,-100.21461,"GUANAJUATO","GT"
"379",44,"VILLAGRÁN",11,"VILLAGRÁN","11 44",20.54196,-100.99251,"GUANAJUATO","GT"
"380",45,"XICHÚ",11,"XICHÚ","11 45",21.35676,-99.97852,"GUANAJUATO","GT"
"381",46,"YURIRIA",11,"YURIRIA","11 46",20.18315,-101.22553,"GUANAJUATO","GT"
"382",999,"NO ESPECIFICADO",11,"NO ESPECIFICADO","11 999",NA,NA,"GUANAJUATO","GT"
"383",1,"ACAPULCO DE JUÁREZ",12,"ACAPULCO DE JUÁREZ","12 1",16.95721,-99.7143,"GUERRERO","GR"
"384",2,"AHUACUOTZINGO",12,"AHUACUOTZINGO","12 2",17.75227,-98.95137,"GUERRERO","GR"
"385",3,"AJUCHITLÁN DEL PROGRESO",12,"AJUCHITLÁN DEL PROGRESO","12 3",17.91902,-100.60773,"GUERRERO","GR"
"386",4,"ALCOZAUCA DE GUERRERO",12,"ALCOZAUCA DE GUERRERO","12 4",17.3759,-98.36611,"GUERRERO","GR"
"387",5,"ALPOYECA",12,"ALPOYECA","12 5",17.64224,-98.51057,"GUERRERO","GR"
"388",6,"APAXTLA",12,"APAXTLA","12 6",18.09123,-99.9809,"GUERRERO","GR"
"389",7,"ARCELIA",12,"ARCELIA","12 7",18.25262,-100.19879,"GUERRERO","GR"
"390",8,"ATENANGO DEL RÍO",12,"ATENANGO DEL RÍO","12 8",18.14438,-99.06996,"GUERRERO","GR"
"391",9,"ATLAMAJALCINGO DEL MONTE",12,"ATLAMAJALCINGO DEL MONTE","12 9",17.27024,-98.58269,"GUERRERO","GR"
"392",10,"ATLIXTAC",12,"ATLIXTAC","12 10",17.51434,-98.90305,"GUERRERO","GR"
"393",11,"ATOYAC DE ÁLVAREZ",12,"ATOYAC DE ÁLVAREZ","12 11",17.33282,-100.34207,"GUERRERO","GR"
"394",12,"AYUTLA DE LOS LIBRES",12,"AYUTLA DE LOS LIBRES","12 12",16.95727,-99.06754,"GUERRERO","GR"
"395",13,"AZOYÚ",12,"AZOYÚ","12 13",16.6836,-98.5724,"GUERRERO","GR"
"396",14,"BENITO JUÁREZ",12,"BENITO JUÁREZ","12 14",17.09654,-100.42712,"GUERRERO","GR"
"397",15,"BUENAVISTA DE CUÉLLAR",12,"BUENAVISTA DE CUÉLLAR","12 15",18.46157,-99.42073,"GUERRERO","GR"
"398",16,"COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA",12,"COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA","12 16",18.28303,-101.64944,"GUERRERO","GR"
"399",17,"COCULA",12,"COCULA","12 17",18.1323,-99.71366,"GUERRERO","GR"
"400",18,"COPALA",12,"COPALA","12 18",16.60803,-98.9306,"GUERRERO","GR"
"401",19,"COPALILLO",12,"COPALILLO","12 19",17.98214,-99.05204,"GUERRERO","GR"
"402",20,"COPANATOYAC",12,"COPANATOYAC","12 20",17.43262,-98.7019,"GUERRERO","GR"
"403",21,"COYUCA DE BENÍTEZ",12,"COYUCA DE BENÍTEZ","12 21",17.14255,-100.05897,"GUERRERO","GR"
"404",22,"COYUCA DE CATALÁN",12,"COYUCA DE CATALÁN","12 22",18.08179,-100.92991,"GUERRERO","GR"
"405",23,"CUAJINICUILAPA",12,"CUAJINICUILAPA","12 23",16.46197,-98.51767,"GUERRERO","GR"
"406",24,"CUALÁC",12,"CUALÁC","12 24",17.73829,-98.67126,"GUERRERO","GR"
"407",25,"CUAUTEPEC",12,"CUAUTEPEC","12 25",16.71854,-98.96371,"GUERRERO","GR"
"408",26,"CUETZALA DEL PROGRESO",12,"CUETZALA DEL PROGRESO","12 26",18.12476,-99.8147,"GUERRERO","GR"
"409",27,"CUTZAMALA DE PINZÓN",12,"CUTZAMALA DE PINZÓN","12 27",18.65982,-100.61792,"GUERRERO","GR"
"410",28,"CHILAPA DE ÁLVAREZ",12,"CHILAPA DE ÁLVAREZ","12 28",17.52369,-99.11236,"GUERRERO","GR"
"411",29,"CHILPANCINGO DE LOS BRAVO",12,"CHILPANCINGO DE LOS BRAVO","12 29",17.39083,-99.69745,"GUERRERO","GR"
"412",30,"FLORENCIO VILLARREAL",12,"FLORENCIO VILLARREAL","12 30",16.69293,-99.13422,"GUERRERO","GR"
"413",31,"GENERAL CANUTO A. NERI",12,"GENERAL CANUTO A. NERI","12 31",18.44113,-100.10417,"GUERRERO","GR"
"414",32,"GENERAL HELIODORO CASTILLO",12,"GENERAL HELIODORO CASTILLO","12 32",17.7338,-100.02694,"GUERRERO","GR"
"415",33,"HUAMUXTITLÁN",12,"HUAMUXTITLÁN","12 33",17.81216,-98.54709,"GUERRERO","GR"
"416",34,"HUITZUCO DE LOS FIGUEROA",12,"HUITZUCO DE LOS FIGUEROA","12 34",18.22977,-99.25342,"GUERRERO","GR"
"417",35,"IGUALA DE LA INDEPENDENCIA",12,"IGUALA DE LA INDEPENDENCIA","12 35",18.22681,-99.58212,"GUERRERO","GR"
"418",36,"IGUALAPA",12,"IGUALAPA","12 36",16.80174,-98.49328,"GUERRERO","GR"
"419",37,"IXCATEOPAN DE CUAUHTÉMOC",12,"IXCATEOPAN DE CUAUHTÉMOC","12 37",18.46345,-99.76559,"GUERRERO","GR"
"420",38,"ZIHUATANEJO DE AZUETA",12,"ZIHUATANEJO DE AZUETA","12 38",17.8201,-101.43418,"GUERRERO","GR"
"421",39,"JUAN R. ESCUDERO",12,"JUAN R. ESCUDERO","12 39",17.14213,-99.47293,"GUERRERO","GR"
"422",40,"LEONARDO BRAVO",12,"LEONARDO BRAVO","12 40",17.63194,-99.79579,"GUERRERO","GR"
"423",41,"MALINALTEPEC",12,"MALINALTEPEC","12 41",17.14606,-98.70461,"GUERRERO","GR"
"424",42,"MÁRTIR DE CUILAPAN",12,"MÁRTIR DE CUILAPAN","12 42",17.8325,-99.35757,"GUERRERO","GR"
"425",43,"METLATÓNOC",12,"METLATÓNOC","12 43",17.13403,-98.43975,"GUERRERO","GR"
"426",44,"MOCHITLÁN",12,"MOCHITLÁN","12 44",17.33684,-99.3706,"GUERRERO","GR"
"427",45,"OLINALÁ",12,"OLINALÁ","12 45",17.89656,-98.78389,"GUERRERO","GR"
"428",46,"OMETEPEC",12,"OMETEPEC","12 46",16.66156,-98.35282,"GUERRERO","GR"
"429",47,"PEDRO ASCENCIO ALQUISIRAS",12,"PEDRO ASCENCIO ALQUISIRAS","12 47",18.54466,-99.86922,"GUERRERO","GR"
"430",48,"PETATLÁN",12,"PETATLÁN","12 48",17.6201,-101.16033,"GUERRERO","GR"
"431",49,"PILCAYA",12,"PILCAYA","12 49",18.70423,-99.60783,"GUERRERO","GR"
"432",50,"PUNGARABATO",12,"PUNGARABATO","12 50",18.34562,-100.61147,"GUERRERO","GR"
"433",51,"QUECHULTENANGO",12,"QUECHULTENANGO","12 51",17.31282,-99.18522,"GUERRERO","GR"
"434",52,"SAN LUIS ACATLÁN",12,"SAN LUIS ACATLÁN","12 52",16.87636,-98.75108,"GUERRERO","GR"
"435",53,"SAN MARCOS",12,"SAN MARCOS","12 53",16.80869,-99.40904,"GUERRERO","GR"
"436",54,"SAN MIGUEL TOTOLAPAN",12,"SAN MIGUEL TOTOLAPAN","12 54",17.83981,-100.31825,"GUERRERO","GR"
"437",55,"TAXCO DE ALARCÓN",12,"TAXCO DE ALARCÓN","12 55",18.52004,-99.59744,"GUERRERO","GR"
"438",56,"TECOANAPA",12,"TECOANAPA","12 56",16.98045,-99.29489,"GUERRERO","GR"
"439",57,"TÉCPAN DE GALEANA",12,"TÉCPAN DE GALEANA","12 57",17.40594,-100.74436,"GUERRERO","GR"
"440",58,"TELOLOAPAN",12,"TELOLOAPAN","12 58",18.35826,-99.91407,"GUERRERO","GR"
"441",59,"TEPECOACUILCO DE TRUJANO",12,"TEPECOACUILCO DE TRUJANO","12 59",18.101,-99.46939,"GUERRERO","GR"
"442",60,"TETIPAC",12,"TETIPAC","12 60",18.64884,-99.67176,"GUERRERO","GR"
"443",61,"TIXTLA DE GUERRERO",12,"TIXTLA DE GUERRERO","12 61",17.59935,-99.36747,"GUERRERO","GR"
"444",62,"TLACOACHISTLAHUACA",12,"TLACOACHISTLAHUACA","12 62",16.93906,-98.27713,"GUERRERO","GR"
"445",63,"TLACOAPA",12,"TLACOAPA","12 63",17.23001,-98.78615,"GUERRERO","GR"
"446",64,"TLALCHAPA",12,"TLALCHAPA","12 64",18.42802,-100.43503,"GUERRERO","GR"
"447",65,"TLALIXTAQUILLA DE MALDONADO",12,"TLALIXTAQUILLA DE MALDONADO","12 65",17.57165,-98.4092,"GUERRERO","GR"
"448",66,"TLAPA DE COMONFORT",12,"TLAPA DE COMONFORT","12 66",17.56217,-98.61554,"GUERRERO","GR"
"449",67,"TLAPEHUALA",12,"TLAPEHUALA","12 67",18.28029,-100.45333,"GUERRERO","GR"
"450",68,"LA UNIÓN DE ISIDORO MONTES DE OCA",12,"LA UNIÓN DE ISIDORO MONTES DE OCA","12 68",18.01666,-101.85495,"GUERRERO","GR"
"451",69,"XALPATLÁHUAC",12,"XALPATLÁHUAC","12 69",17.42981,-98.54149,"GUERRERO","GR"
"452",70,"XOCHIHUEHUETLÁN",12,"XOCHIHUEHUETLÁN","12 70",17.90451,-98.5093,"GUERRERO","GR"
"453",71,"XOCHISTLAHUACA",12,"XOCHISTLAHUACA","12 71",16.86943,-98.15727,"GUERRERO","GR"
"454",72,"ZAPOTITLÁN TABLAS",12,"ZAPOTITLÁN TABLAS","12 72",17.32455,-98.82952,"GUERRERO","GR"
"455",73,"ZIRÁNDARO",12,"ZIRÁNDARO","12 73",18.34493,-101.21823,"GUERRERO","GR"
"456",74,"ZITLALA",12,"ZITLALA","12 74",17.74958,-99.18511,"GUERRERO","GR"
"457",75,"EDUARDO NERI",12,"EDUARDO NERI","12 75",17.80149,-99.60977,"GUERRERO","GR"
"458",76,"ACATEPEC",12,"ACATEPEC","12 76",17.17482,-98.97603,"GUERRERO","GR"
"459",77,"MARQUELIA",12,"MARQUELIA","12 77",16.63918,-98.74502,"GUERRERO","GR"
"460",78,"COCHOAPA EL GRANDE",12,"COCHOAPA EL GRANDE","12 78",17.10057,-98.42387,"GUERRERO","GR"
"461",79,"JOSÉ JOAQUÍN DE HERRERA",12,"JOSÉ JOAQUÍN DE HERRERA","12 79",17.44263,-98.99594,"GUERRERO","GR"
"462",80,"JUCHITÁN",12,"JUCHITÁN","12 80",16.59398,-98.67764,"GUERRERO","GR"
"463",81,"ILIATENCO",12,"ILIATENCO","12 81",17.0471,-98.63788,"GUERRERO","GR"
"464",999,"NO ESPECIFICADO",12,"NO ESPECIFICADO","12 999",NA,NA,"GUERRERO","GR"
"465",1,"ACATLÁN",13,"ACATLÁN","13 1",20.20642,-98.44035,"HIDALGO","HG"
"466",2,"ACAXOCHITLÁN",13,"ACAXOCHITLÁN","13 2",20.15985,-98.1984,"HIDALGO","HG"
